id,predicted_price
2591820310,385176.1
7974200820,873386.0
7701450110,1220015.1
9522300010,1944893.4
9510861140,751282.7
1761300310,269904.2
7732410120,661318.5
7010701383,650769.6
291310170,400392.22
4232901990,534242.1
6840701125,643480.6
3971700580,424297.06
4202400078,251013.95
6064800090,367226.12
2626119028,186705.75
3303980660,1279243.0
862000020,515919.28
2386000070,946092.5
1138000450,343918.3
1775800420,402817.38
2291401425,439011.97
2025770560,1036031.75
3525069037,756299.6
9324800450,622143.0
8080400136,560301.8
8651540040,528561.1
9407001790,257230.89
1773101530,271998.72
9432900250,423706.66
1794500695,675193.3
2220069003,365998.62
923000120,453333.6
5728000060,606383.94
16000200,275742.75
1926059094,467927.84
6672900220,1077135.1
3629860060,595416.94
1822069109,542070.75
6675500105,325570.62
249000180,1445590.8
226059065,437647.53
396100110,258249.48
9264450460,445797.4
7853361210,342647.75
9474700020,246926.34
421000455,260540.69
3755200220,380009.28
7960100075,491260.9
9477100490,419668.66
9138100350,932557.06
1624049275,455979.4
2770606890,447405.62
1157200189,524447.4
2770601800,482451.47
9301300805,438875.94
2325069032,1035146.75
1021079099,376001.72
7215730040,807878.7
1853200080,467031.28
3224600340,595398.1
3222049120,411242.4
2113700025,311076.7
7893207925,198713.3
3586501085,530687.0
8024200010,425524.06
7116500705,157900.58
1598600209,279024.5
7204200025,1015572.6
4206901505,517308.62
2937300440,923429.25
7205000180,307422.03
8718500665,326360.8
5318101765,858075.2
4122700020,732869.25
8078700020,466679.56
3303980680,1218371.0
8924100372,1303377.1
2781270210,252894.16
519000043,526410.06
3225069301,1520698.2
151000075,843337.56
2297400020,464817.16
6617500085,570090.6
104510180,237589.06
3528900060,1024713.75
3345100286,511292.53
1226039130,428362.38
8712100720,765675.3
3037200010,478911.6
3626039268,393948.3
104510230,241623.02
5112800060,354493.16
6072400280,622076.56
5317100570,1056576.5
9528102993,480519.25
2919201095,438199.25
6181400920,348953.66
185000161,277048.03
8691400010,565400.06
3345700165,529977.44
6151800486,314070.72
4340000080,1579756.6
4136960010,614348.5
3634100030,296130.8
1624059224,1444442.9
2788400090,291993.84
9828200762,506433.84
7524400250,487136.75
3528000290,723303.94
5700003630,1757894.2
2720069019,287199.16
7227501170,229401.78
2397101270,657660.0
6792100090,756099.9
2770602265,548442.7
3971700937,284379.94
422049203,199770.14
3076500830,274928.75
1423400260,269205.94
9161100795,507199.97
3126049052,401442.53
5100401468,351924.38
514500235,396892.34
1423200170,200958.3
1402100070,534386.8
624110020,761868.75
2407000145,213160.8
1890000225,656926.6
1320069271,323870.78
5490700085,322162.34
263000155,490443.1
3726800201,454313.88
5153200358,313243.94
2725079018,703690.7
7165700200,301782.62
9429000170,515624.16
8718500075,348767.7
1760650950,282866.3
1068000559,1261371.9
4113800500,585738.75
4077800507,595460.1
2725069150,795664.7
4008400035,734949.4
7016310270,383131.47
1432701230,271314.53
3278606050,361339.47
2473350710,379265.62
2185000685,179648.22
7792000025,354259.97
6868200029,557246.75
624069003,713588.5
7431500280,836699.6
3296000040,531260.25
1118001215,1393715.6
6453900040,585601.94
333100209,656959.2
34001765,644399.3
8946700100,467700.78
5561401210,680052.94
6671900095,373915.53
3275850020,645757.7
3876300600,325865.06
1450900020,248252.39
8562780280,274624.0
7663700973,316067.03
2126049032,394851.44
1823059159,207130.47
3438503426,263874.97
9297301495,636818.94
7140700850,372147.8
7942601805,1026151.3
2555900030,319926.38
2887970040,310843.3
7419700010,544273.8
2239000011,380589.94
9283800050,467356.12
9407001340,283813.66
217500140,501179.53
7212660520,300915.84
3298201170,311575.5
3057000400,283438.78
6865200444,469509.8
6071600340,559849.4
6821600005,728277.8
1235100371,643610.1
7796450340,356882.53
3603000410,240010.8
9297300255,592304.25
9126100850,590055.3
2770601462,456449.28
2599001500,261513.78
1102000095,706694.9
1853080640,849362.0
9551201585,903949.75
3438500796,325801.06
7518504291,508791.44
9269200340,504918.62
715010130,1626444.0
1982201485,634292.7
9526500080,377983.06
9277200180,494841.06
6669150280,317178.25
8917100153,582436.7
3760500516,1029032.5
2725069050,824375.4
3332000091,308556.4
8562770080,551730.94
8151601190,288260.8
8563040160,633327.4
240000269,951158.75
4307350200,359844.94
1311910300,279027.72
3574900030,449414.28
7853230570,411723.5
320069049,369434.2
9839301060,720315.06
7011201333,726258.2
2781320100,355842.25
3421069120,446428.75
7852030320,455257.22
5316101075,1730815.8
5309100750,480915.8
629000730,579451.6
511700170,345993.47
1562100030,519359.1
2489200230,446083.2
524069116,469211.7
5315100737,823321.0
1868900675,880940.6
1608000120,437206.6
705700240,417299.25
7575600610,247794.45
1778500015,600197.3
5423500240,219387.62
6713700025,427566.12
2734100734,352495.06
301402280,198885.64
2113700205,300478.8
4114601570,2251801.8
3332000615,335136.1
3630050180,289246.66
6852700520,509314.75
6870310010,539509.56
6163900981,289416.62
393000142,475887.2
1771100130,310771.28
1442860160,429285.03
9191200435,654871.8
6788200800,961470.75
1115300070,678115.25
3176600105,946446.25
2770604665,508117.4
5469500580,466899.06
5680000545,513898.12
3424089119,451017.9
1328300180,356771.6
1773100922,476711.62
4123830480,377688.7
9808610190,869893.06
4250200140,294350.2
4217402115,2164687.8
3831250350,512178.8
2397101055,674198.56
6817850110,1024022.06
7526800200,639778.56
7853370100,500949.66
2523089025,714231.2
9476200680,324359.16
5714200140,421820.6
3575304895,482364.97
263000018,357422.1
8080400177,491696.34
6450304130,258441.4
514500090,543567.8
9477000300,380442.62
853600310,1186776.9
